
Spring,2016,EDWARD ENGLER, Carnegie Institute of Technology,18601,ENTRPRSHP INNV TCHNL,A,Lect,11,14,79%,8.64,4.82,4.64,4.82,4.82,4.91,4.64,4.82,4.82,4.82,,,,,,,,,,,

Spring,2016,GIANLUCA PIAZZA, Carnegie Institute of Technology,18615,MICRO NANO SYS FAB,1,Lect,12,18,67%,11.00,4.33,4.17,4.17,4.42,4.50,4.50,4.67,4.50,4.42,,,,,,,,,,,

Spring,2016,ANDRZEJ STROJWAS, Carnegie Institute of Technology,18625,ULSI MOBILE PLATFORM,A,Lect,11,14,79%,9.50,4.64,4.64,4.64,4.64,4.55,4.36,4.73,4.45,4.36,,,,,,,,,,,

Spring,2016,NICOLAS CHRISTIN, Carnegie Institute of Technology,18631,INTR INFO SECURITY,A,Lect,8,12,67%,9.50,4.75,4.63,4.75,4.50,4.75,4.63,4.75,4.63,4.63,,,,,,,,,,,

Spring,2016,NICOLAS CHRISTIN, Carnegie Institute of Technology,18631,INTR INFO SECURITY,RW,Lect,1,2,50%,11.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00,,,,,,,,,,,

Spring,2016,KENNETH MAI, Carnegie Institute of Technology,18632,INTO HARDWARE SECUR,A,Lect,10,19,53%,6.33,4.00,3.00,3.60,3.50,4.20,4.20,4.50,4.10,3.60,,,,,,,,,,,

